# N,K0,Re,CFL,VISC,STEPS,PALIN,SIG,TIME,DT,MINUTES,FPS,U,L,TAU_L,T_OVER_TAU_L,E(J),TS,AVERAGE_KIND,SPECTRUM_SAMPLES,T_START,T_END,TOTAL_DT,FIRST_STEP,LAST_STEP
# 8192,10,895834.1375582933,0.1,1.1162780676405386e-06,1000,380,3,0.005405560786576635,5.434923878055997e-06,1.3450946410497029,12.378311155121732,0.9984041669479471,0.5216967398920705,0.5225306115126318,0.010344964806805312,19.67625810808117,2026-05-10T13:57:26Z,simulation-time trapezoid,11,5.384892111570201e-06,0.005405560786576635,0.005400175894465065,1,1000
normalized_radius,shell_sum_energy,count
0.005668132970937089,1.4996976765330606e+16,92
0.005725677468103962,2.101183828450681e+16,64
0.005783221965270835,1.6018608714994872e+16,84
0.0058407664624377095,1.6835326177780872e+16,84
0.005898310959604584,2.011022607213954e+16,104
0.005955855456771459,1.3035416641433068e+16,48
0.006013399953938332,2.4839019830851348e+16,104
0.006070944451105205,9717668024796502.0,64
0.006128488948272079,1.8061811116912796e+16,88
0.006186033445438954,2.0579101923121544e+16,84
0.006243577942605829,1.79466231329988e+16,92
0.006301122439772702,1.2643123301372938e+16,56
0.006358666936939575,2.3207619489416376e+16,124
0.006416211434106449,1.6513596488396696e+16,76
0.0064737559312733235,1.4965173469786636e+16,80
0.0065313004284401985,1.7910847570376034e+16,92
0.006588844925607072,1.8328801604861264e+16,96
0.006646389422773945,1.9534846586148252e+16,68
0.006703933919940819,1.4116708706445058e+16,124
0.0067614784171076935,1.500840899326873e+16,72
0.0068190229142745685,2.245254322313701e+16,116
0.006876567411441442,1.1479210899195562e+16,64
0.006934111908608315,2.4052541604711068e+16,116
0.006991656405775189,1.361395346496795e+16,92
0.007049200902942063,1.9360584056407628e+16,112
0.007106745400108938,1.5757041549792646e+16,68
0.007164289897275812,1.7707649370246874e+16,116
0.007221834394442685,1.4582032793538172e+16,80
0.007279378891609559,1.5996359381879342e+16,96
0.007336923388776433,2.0338294815942684e+16,116
0.007394467885943308,2.0781322551619736e+16,108
0.007452012383110182,1.5010603245945302e+16,72
0.007509556880277055,1.471439471607231e+16,132
0.007567101377443929,2.0310797587565044e+16,100
0.007624645874610803,1.5447724581082844e+16,108
0.007682190371777678,1.2069350522068116e+16,80
0.007739734868944552,2.3577845430372852e+16,120
0.007797279366111426,1.3041498577610744e+16,100
0.0078548238632783,2.141925541246521e+16,132
0.007912368360445173,1.568496723726063e+16,80
0.007969912857612046,1.4636127251793484e+16,124
0.008027457354778922,2.274523836146996e+16,104
0.008085001851945797,1.7725947511494106e+16,116
0.00814254634911267,1.2686427896858626e+16,100
0.008200090846279543,2.1223484452778664e+16,120
0.008257635343446416,1.375246826266559e+16,84
0.008315179840613291,1.7651871054136052e+16,164
0.008372724337780166,1.7809763171237758e+16,80
0.00843026883494704,1.7308036185277768e+16,128
0.008487813332113913,1.232061062488742e+16,100
0.008545357829280786,2.2795160360296284e+16,132
0.008602902326447661,1.4564948653124004e+16,108
0.008660446823614536,2.434250474804799e+16,144
0.00871799132078141,9724164080354034.0,88
0.008775535817948283,1.6007321360251618e+16,136
0.008833080315115156,2.3032565128275316e+16,120
0.008890624812282031,1.7658843602944152e+16,120
0.008948169309448906,1.4550609751794528e+16,136
0.00900571380661578,1.943587768470402e+16,120
0.009063258303782653,1.587276634102935e+16,88
0.009120802800949526,1.2721177123175596e+16,148
0.009178347298116401,1.984916513122897e+16,112
0.009235891795283276,1.8269655480029904e+16,140
0.00929343629245015,1.7517922270572222e+16,132
0.009350980789617023,1.7804449206677162e+16,128
0.009408525286783896,1.4568031638463826e+16,108
0.009466069783950771,2.3962648945238856e+16,172
0.009523614281117646,9925917569183418.0,88
0.00958115877828452,1.6214454958150352e+16,148
0.009638703275451393,2.1646404019949068e+16,116
0.009696247772618266,1.9849981758222884e+16,144
0.009753792269785141,8708850248493452.0,132
0.009811336766952016,2.542223429897948e+16,160
0.00986888126411889,1.5297922199083028e+16,88
0.009926425761285763,1.2273428719741086e+16,168
0.009983970258452636,2.1135583770544492e+16,120
0.010041514755619511,1.8147493778520896e+16,152
0.010099059252786386,1.6312939328405878e+16,132
0.01015660374995326,1.7388009458685256e+16,124
0.010214148247120133,1.4113490929904656e+16,112
0.010271692744287006,2.5414088146712624e+16,204
0.010329237241453881,1.253879793066297e+16,120
0.010386781738620756,1.1604316533140762e+16,124
0.01044432623578763,2.5238291876473064e+16,148
0.010501870732954503,1.845291780140801e+16,160
0.010559415230121376,6714751985669038.0,132
0.01061695972728825,2.6689232870663704e+16,164
0.010674504224455126,1.5917497550317288e+16,104
0.010732048721622,1.3551799211195444e+16,180
0.010789593218788873,1.9374717701547892e+16,128
0.010847137715955746,1.7479144087878026e+16,156
0.010904682213122619,1.5822178720819788e+16,148
0.010962226710289496,2.1477870240889976e+16,160
0.01101977120745637,1.1013102965905866e+16,116
0.011077315704623242,1.892563360307118e+16,180
0.011134860201790116,1.8768288152882836e+16,136
0.011192404698956989,1.2227334416231658e+16,160
0.011249949196123866,2.5799614909865372e+16,156
0.011307493693290739,1.9034399537986424e+16,180
0.011365038190457612,5839995603348466.0,116
0.011422582687624486,2.7608965650126524e+16,200
0.011480127184791359,1.4882239385462882e+16,112
0.011537671681958236,1.4099403807506312e+16,192
0.011595216179125109,2.1702133202531388e+16,144
0.011652760676291982,1.416114528882073e+16,152
0.011710305173458856,1.788341038665553e+16,184
0.011767849670625729,2.041655007481233e+16,168
0.011825394167792606,1.337360442798087e+16,120
0.011882938664959479,1.8102840009963268e+16,196
0.011940483162126352,1.7056425717267578e+16,136
0.011998027659293226,1.418004662714398e+16,172
0.012055572156460099,2.4489814358528972e+16,164
0.012113116653626976,1.805565763821144e+16,160
0.012170661150793849,6771749861446830.0,156
0.012228205647960722,2.4712342635573548e+16,212
0.012285750145127596,1.84248897192227e+16,128
0.012343294642294469,1.2299169566087764e+16,172
0.012400839139461346,2.317433182216815e+16,176
0.012458383636628219,1.6989214030527266e+16,188
0.012515928133795092,1.066143256063329e+16,140
0.012573472630961965,2.47017923677484e+16,208
